"subject" "activity" "average" "variable"
15 "LAYING" 0.0123984271386111 "Time_Body_Accelerometer_Jerk__Y_Mean"
15 "LAYING" -0.00443927981861111 "Time_Body_Accelerometer_Jerk__Z_Mean"
15 "LAYING" -0.981739386805556 "Time_Body_Accelerometer_Jerk__X_SD"
15 "LAYING" -0.970921587777778 "Time_Body_Accelerometer_Jerk__Y_SD"
15 "LAYING" -0.978402956527778 "Time_Body_Accelerometer_Jerk__Z_SD"
15 "LAYING" -0.979890228194444 "Time_Body_Accelerometer_Jerk_Magnitude__Mean"
15 "LAYING" -0.973644462777778 "Time_Body_Accelerometer_Jerk_Magnitude__SD"
15 "LAYING" -0.1719930545 "Time_Gravity_Accelerometer___X_Mean"
15 "LAYING" 0.899242553055556 "Time_Gravity_Accelerometer___Y_Mean"
15 "LAYING" -0.0369192905555556 "Time_Gravity_Accelerometer___Z_Mean"
15 "LAYING" -0.961509742916667 "Time_Gravity_Accelerometer___X_SD"
15 "LAYING" -0.986036192361111 "Time_Gravity_Accelerometer___Y_SD"
15 "LAYING" -0.950710357083333 "Time_Gravity_Accelerometer___Z_SD"
15 "LAYING" -0.955340661527778 "Time_Gravity_Accelerometer__Magnitude__Mean"
15 "LAYING" -0.943314107916667 "Time_Gravity_Accelerometer__Magnitude__SD"
15 "LAYING" -0.955413596111111 "Freq__Gyroscope___X_Mean"
15 "LAYING" -0.964310893611111 "Freq__Gyroscope___Y_Mean"
15 "LAYING" -0.958190099861111 "Freq__Gyroscope___Z_Mean"
15 "LAYING" -0.958224495416667 "Freq__Gyroscope___X_SD"
15 "LAYING" -0.959991907083333 "Freq__Gyroscope___Y_SD"
15 "LAYING" -0.960015831111111 "Freq__Gyroscope___Z_SD"
15 "LAYING" -0.946812642361111 "Freq__Gyroscope__Magnitude__Mean"
15 "LAYING" -0.923682244861111 "Freq__Gyroscope__Magnitude__SD"
15 "LAYING" -0.975727853888889 "Freq__Gyroscope_Jerk_Magnitude__Mean"
15 "LAYING" -0.972645710694444 "Freq__Gyroscope_Jerk_Magnitude__SD"
15 "LAYING" -0.974016176527778 "Freq_Body_Accelerometer___X_Mean"
15 "LAYING" -0.962461124305556 "Freq_Body_Accelerometer___Y_Mean"
15 "LAYING" -0.95156594625 "Freq_Body_Accelerometer___Z_Mean"
15 "LAYING" -0.971718824583333 "Freq_Body_Accelerometer___X_SD"
15 "LAYING" -0.964590430138889 "Freq_Body_Accelerometer___Y_SD"
15 "LAYING" -0.923923991944445 "Freq_Body_Accelerometer___Z_SD"
15 "LAYING" -0.956001034027778 "Freq_Body_Accelerometer__Magnitude__Mean"
15 "LAYING" -0.94550856 "Freq_Body_Accelerometer__Magnitude__SD"
15 "LAYING" -0.981329999027778 "Freq_Body_Accelerometer_Jerk__X_Mean"
15 "LAYING" -0.970833221666667 "Freq_Body_Accelerometer_Jerk__Y_Mean"
15 "LAYING" -0.97477568375 "Freq_Body_Accelerometer_Jerk__Z_Mean"
15 "LAYING" -0.983949290694444 "Freq_Body_Accelerometer_Jerk__X_SD"
15 "LAYING" -0.973215319722222 "Freq_Body_Accelerometer_Jerk__Y_SD"
15 "LAYING" -0.980745097361111 "Freq_Body_Accelerometer_Jerk__Z_SD"
15 "LAYING" -0.973681222777778 "Freq_Body_Accelerometer_Jerk_Magnitude__Mean"
15 "LAYING" -0.972530077916667 "Freq_Body_Accelerometer_Jerk_Magnitude__SD"
15 "SITTING" -0.0377111130338983 "Time__Gyroscope___X_Mean"
15 "SITTING" -0.0803428762830508 "Time__Gyroscope___Y_Mean"
15 "SITTING" 0.0951978083898305 "Time__Gyroscope___Z_Mean"
15 "SITTING" -0.988204115254237 "Time__Gyroscope___X_SD"
15 "SITTING" -0.975321519491525 "Time__Gyroscope___Y_SD"
15 "SITTING" -0.963765802881356 "Time__Gyroscope___Z_SD"
15 "SITTING" -0.957331628305085 "Time__Gyroscope__Magnitude__Mean"
15 "SITTING" -0.963475074915254 "Time__Gyroscope__Magnitude__SD"
15 "SITTING" -0.0953649067966102 "Time__Gyroscope_Jerk__X_Mean"
15 "SITTING" -0.0396068774557627 "Time__Gyroscope_Jerk__Y_Mean"
15 "SITTING" -0.0524148341983051 "Time__Gyroscope_Jerk__Z_Mean"
15 "SITTING" -0.992889042711864 "Time__Gyroscope_Jerk__X_SD"
15 "SITTING" -0.990313307966102 "Time__Gyroscope_Jerk__Y_SD"
15 "SITTING" -0.987937202542373 "Time__Gyroscope_Jerk__Z_SD"
15 "SITTING" -0.992188893898305 "Time__Gyroscope_Jerk_Magnitude__Mean"
15 "SITTING" -0.989720049491525 "Time__Gyroscope_Jerk_Magnitude__SD"
15 "SITTING" 0.27290337979661 "Time_Body_Accelerometer___X_Mean"
15 "SITTING" -0.0117188472271186 "Time_Body_Accelerometer___Y_Mean"
15 "SITTING" -0.11366125320339 "Time_Body_Accelerometer___Z_Mean"
15 "SITTING" -0.987084356101695 "Time_Body_Accelerometer___X_SD"
15 "SITTING" -0.922407162881356 "Time_Body_Accelerometer___Y_SD"
15 "SITTING" -0.949338025084746 "Time_Body_Accelerometer___Z_SD"
15 "SITTING" -0.958669836271187 "Time_Body_Accelerometer__Magnitude__Mean"
15 "SITTING" -0.93797790559322 "Time_Body_Accelerometer__Magnitude__SD"
15 "SITTING" 0.0784792788644068 "Time_Body_Accelerometer_Jerk__X_Mean"
15 "SITTING" -0.00898437589491525 "Time_Body_Accelerometer_Jerk__Y_Mean"
15 "SITTING" -0.00237207545345763 "Time_Body_Accelerometer_Jerk__Z_Mean"
15 "SITTING" -0.988162333898305 "Time_Body_Accelerometer_Jerk__X_SD"
15 "SITTING" -0.978126998813559 "Time_Body_Accelerometer_Jerk__Y_SD"
15 "SITTING" -0.987011024745763 "Time_Body_Accelerometer_Jerk__Z_SD"
15 "SITTING" -0.986107839152542 "Time_Body_Accelerometer_Jerk_Magnitude__Mean"
15 "SITTING" -0.984639018474576 "Time_Body_Accelerometer_Jerk_Magnitude__SD"
15 "SITTING" 0.89036426220339 "Time_Gravity_Accelerometer___X_Mean"
15 "SITTING" 0.210849305016949 "Time_Gravity_Accelerometer___Y_Mean"
15 "SITTING" 0.00281565980440678 "Time_Gravity_Accelerometer___Z_Mean"
15 "SITTING" -0.982620883728814 "Time_Gravity_Accelerometer___X_SD"
15 "SITTING" -0.943561411694915 "Time_Gravity_Accelerometer___Y_SD"
15 "SITTING" -0.952973658983051 "Time_Gravity_Accelerometer___Z_SD"
15 "SITTING" -0.958669836271187 "Time_Gravity_Accelerometer__Magnitude__Mean"
15 "SITTING" -0.93797790559322 "Time_Gravity_Accelerometer__Magnitude__SD"
15 "SITTING" -0.986152580338983 "Freq__Gyroscope___X_Mean"
15 "SITTING" -0.979201724745763 "Freq__Gyroscope___Y_Mean"
15 "SITTING" -0.966731518305085 "Freq__Gyroscope___Z_Mean"
15 "SITTING" -0.988881930508475 "Freq__Gyroscope___X_SD"
15 "SITTING" -0.973456092372881 "Freq__Gyroscope___Y_SD"
15 "SITTING" -0.966228648305085 "Freq__Gyroscope___Z_SD"
15 "SITTING" -0.973762179830509 "Freq__Gyroscope__Magnitude__Mean"
15 "SITTING" -0.963378228474576 "Freq__Gyroscope__Magnitude__SD"
15 "SITTING" -0.990180959322034 "Freq__Gyroscope_Jerk_Magnitude__Mean"
15 "SITTING" -0.989503941694915 "Freq__Gyroscope_Jerk_Magnitude__SD"
15 "SITTING" -0.986619609491525 "Freq_Body_Accelerometer___X_Mean"
15 "SITTING" -0.938926430779661 "Freq_Body_Accelerometer___Y_Mean"
15 "SITTING" -0.963227004915254 "Freq_Body_Accelerometer___Z_Mean"
15 "SITTING" -0.987384778983051 "Freq_Body_Accelerometer___X_SD"
15 "SITTING" -0.919162700338983 "Freq_Body_Accelerometer___Y_SD"
15 "SITTING" -0.945704713050847 "Freq_Body_Accelerometer___Z_SD"
15 "SITTING" -0.949752001322034 "Freq_Body_Accelerometer__Magnitude__Mean"
15 "SITTING" -0.941195938135593 "Freq_Body_Accelerometer__Magnitude__SD"
15 "SITTING" -0.988106102033898 "Freq_Body_Accelerometer_Jerk__X_Mean"
15 "SITTING" -0.978159013220339 "Freq_Body_Accelerometer_Jerk__Y_Mean"
15 "SITTING" -0.984908418474576 "Freq_Body_Accelerometer_Jerk__Z_Mean"
15 "SITTING" -0.989314359661017 "Freq_Body_Accelerometer_Jerk__X_SD"
15 "SITTING" -0.979713045932203 "Freq_Body_Accelerometer_Jerk__Y_SD"
15 "SITTING" -0.987694113559322 "Freq_Body_Accelerometer_Jerk__Z_SD"
15 "SITTING" -0.984689437118644 "Freq_Body_Accelerometer_Jerk_Magnitude__Mean"
15 "SITTING" -0.983276251694915 "Freq_Body_Accelerometer_Jerk_Magnitude__SD"
15 "STANDING" -0.0262433562254717 "Time__Gyroscope___X_Mean"
15 "STANDING" -0.0659637517169811 "Time__Gyroscope___Y_Mean"
15 "STANDING" 0.0761946738773585 "Time__Gyroscope___Z_Mean"
15 "STANDING" -0.947790802075472 "Time__Gyroscope___X_SD"
15 "STANDING" -0.971332584339623 "Time__Gyroscope___Y_SD"
15 "STANDING" -0.968167046415094 "Time__Gyroscope___Z_SD"
15 "STANDING" -0.946961381132076 "Time__Gyroscope__Magnitude__Mean"
15 "STANDING" -0.931286778679245 "Time__Gyroscope__Magnitude__SD"
15 "STANDING" -0.101358786226415 "Time__Gyroscope_Jerk__X_Mean"
15 "STANDING" -0.0438507492018868 "Time__Gyroscope_Jerk__Y_Mean"
15 "STANDING" -0.052278397190566 "Time__Gyroscope_Jerk__Z_Mean"
15 "STANDING" -0.971514312075472 "Time__Gyroscope_Jerk__X_SD"
15 "STANDING" -0.988107413962264 "Time__Gyroscope_Jerk__Y_SD"
15 "STANDING" -0.981293117924528 "Time__Gyroscope_Jerk__Z_SD"
15 "STANDING" -0.984407077924528 "Time__Gyroscope_Jerk_Magnitude__Mean"
15 "STANDING" -0.98143282754717 "Time__Gyroscope_Jerk_Magnitude__SD"
15 "STANDING" 0.278915803962264 "Time_Body_Accelerometer___X_Mean"
15 "STANDING" -0.0183516360396226 "Time_Body_Accelerometer___Y_Mean"
15 "STANDING" -0.105910832679245 "Time_Body_Accelerometer___Z_Mean"
15 "STANDING" -0.988949247358491 "Time_Body_Accelerometer___X_SD"
15 "STANDING" -0.931900148301887 "Time_Body_Accelerometer___Y_SD"
15 "STANDING" -0.951670257924528 "Time_Body_Accelerometer___Z_SD"
15 "STANDING" -0.961207616226415 "Time_Body_Accelerometer__Magnitude__Mean"
15 "STANDING" -0.948600432641509 "Time_Body_Accelerometer__Magnitude__SD"
15 "STANDING" 0.0752280703207547 "Time_Body_Accelerometer_Jerk__X_Mean"
15 "STANDING" 0.00617255520183019 "Time_Body_Accelerometer_Jerk__Y_Mean"
15 "STANDING" -0.00658737093471698 "Time_Body_Accelerometer_Jerk__Z_Mean"
15 "STANDING" -0.985459068490566 "Time_Body_Accelerometer_Jerk__X_SD"
15 "STANDING" -0.967720399622642 "Time_Body_Accelerometer_Jerk__Y_SD"
15 "STANDING" -0.985301940754717 "Time_Body_Accelerometer_Jerk__Z_SD"
15 "STANDING" -0.981495125660377 "Time_Body_Accelerometer_Jerk_Magnitude__Mean"
15 "STANDING" -0.979994800566038 "Time_Body_Accelerometer_Jerk_Magnitude__SD"
15 "STANDING" 0.965528899622642 "Time_Gravity_Accelerometer___X_Mean"
15 "STANDING" -0.164713175490566 "Time_Gravity_Accelerometer___Y_Mean"
15 "STANDING" 0.0645975994528302 "Time_Gravity_Accelerometer___Z_Mean"
15 "STANDING" -0.988432084716981 "Time_Gravity_Accelerometer___X_SD"
15 "STANDING" -0.965687978301887 "Time_Gravity_Accelerometer___Y_SD"
15 "STANDING" -0.958810153207547 "Time_Gravity_Accelerometer___Z_SD"
15 "STANDING" -0.961207616226415 "Time_Gravity_Accelerometer__Magnitude__Mean"
15 "STANDING" -0.948600432641509 "Time_Gravity_Accelerometer__Magnitude__SD"
15 "STANDING" -0.950380286226415 "Freq__Gyroscope___X_Mean"
15 "STANDING" -0.975133868867925 "Freq__Gyroscope___Y_Mean"
15 "STANDING" -0.96826485509434 "Freq__Gyroscope___Z_Mean"
15 "STANDING" -0.948275234150943 "Freq__Gyroscope___X_SD"
15 "STANDING" -0.969442882075472 "Freq__Gyroscope___Y_SD"
15 "STANDING" -0.971282183584906 "Freq__Gyroscope___Z_SD"
15 "STANDING" -0.956733900188679 "Freq__Gyroscope__Magnitude__Mean"
15 "STANDING" -0.928838303773585 "Freq__Gyroscope__Magnitude__SD"
15 "STANDING" -0.983188091886792 "Freq__Gyroscope_Jerk_Magnitude__Mean"
15 "STANDING" -0.980329709433962 "Freq__Gyroscope_Jerk_Magnitude__SD"
15 "STANDING" -0.986724998867925 "Freq_Body_Accelerometer___X_Mean"
15 "STANDING" -0.943348788679245 "Freq_Body_Accelerometer___Y_Mean"
15 "STANDING" -0.965473514528302 "Freq_Body_Accelerometer___Z_Mean"
15 "STANDING" -0.990060962641509 "Freq_Body_Accelerometer___X_SD"
15 "STANDING" -0.930286443396226 "Freq_Body_Accelerometer___Y_SD"
15 "STANDING" -0.947905911320755 "Freq_Body_Accelerometer___Z_SD"
15 "STANDING" -0.960337344339623 "Freq_Body_Accelerometer__Magnitude__Mean"
15 "STANDING" -0.950204045849057 "Freq_Body_Accelerometer__Magnitude__SD"
15 "STANDING" -0.985353492641509 "Freq_Body_Accelerometer_Jerk__X_Mean"
15 "STANDING" -0.967884709433962 "Freq_Body_Accelerometer_Jerk__Y_Mean"
15 "STANDING" -0.982632302830189 "Freq_Body_Accelerometer_Jerk__Z_Mean"
15 "STANDING" -0.986934133584906 "Freq_Body_Accelerometer_Jerk__X_SD"
15 "STANDING" -0.969934103584906 "Freq_Body_Accelerometer_Jerk__Y_SD"
15 "STANDING" -0.986654459433962 "Freq_Body_Accelerometer_Jerk__Z_SD"
15 "STANDING" -0.979078785660377 "Freq_Body_Accelerometer_Jerk_Magnitude__Mean"
15 "STANDING" -0.980184086603774 "Freq_Body_Accelerometer_Jerk_Magnitude__SD"
15 "WALKING" -0.0554883847662963 "Time__Gyroscope___X_Mean"
15 "WALKING" -0.06124278833 "Time__Gyroscope___Y_Mean"
15 "WALKING" 0.0842484921022222 "Time__Gyroscope___Z_Mean"
15 "WALKING" -0.329624620185185 "Time__Gyroscope___X_SD"
15 "WALKING" -0.420865007777778 "Time__Gyroscope___Y_SD"
15 "WALKING" -0.48653265537037 "Time__Gyroscope___Z_SD"
15 "WALKING" -0.243711124444444 "Time__Gyroscope__Magnitude__Mean"
15 "WALKING" -0.425798469148148 "Time__Gyroscope__Magnitude__SD"
15 "WALKING" -0.0776692754648148 "Time__Gyroscope_Jerk__X_Mean"
15 "WALKING" -0.0552536572125926 "Time__Gyroscope_Jerk__Y_Mean"
15 "WALKING" -0.0510976492333333 "Time__Gyroscope_Jerk__Z_Mean"
15 "WALKING" -0.283767987222222 "Time__Gyroscope_Jerk__X_SD"
15 "WALKING" -0.702402935925926 "Time__Gyroscope_Jerk__Y_SD"
15 "WALKING" -0.591668608148148 "Time__Gyroscope_Jerk__Z_SD"
15 "WALKING" -0.543979500555556 "Time__Gyroscope_Jerk_Magnitude__Mean"
15 "WALKING" -0.63778595537037 "Time__Gyroscope_Jerk_Magnitude__SD"
15 "WALKING" 0.273899207962963 "Time_Body_Accelerometer___X_Mean"
15 "WALKING" -0.0170809740090741 "Time_Body_Accelerometer___Y_Mean"
15 "WALKING" -0.107621819518519 "Time_Body_Accelerometer___Z_Mean"
15 "WALKING" -0.327961801111111 "Time_Body_Accelerometer___X_SD"
15 "WALKING" 0.138912923691296 "Time_Body_Accelerometer___Y_SD"
15 "WALKING" -0.518932634814815 "Time_Body_Accelerometer___Z_SD"
15 "WALKING" -0.186514650759259 "Time_Body_Accelerometer__Magnitude__Mean"
15 "WALKING" -0.323878324074074 "Time_Body_Accelerometer__Magnitude__SD"
15 "WALKING" 0.0897770721666667 "Time_Body_Accelerometer_Jerk__X_Mean"
15 "WALKING" 0.00890588563518519 "Time_Body_Accelerometer_Jerk__Y_Mean"
15 "WALKING" 0.000658706162574074 "Time_Body_Accelerometer_Jerk__Z_Mean"
15 "WALKING" -0.373217585 "Time_Body_Accelerometer_Jerk__X_SD"
15 "WALKING" -0.0319265467387037 "Time_Body_Accelerometer_Jerk__Y_SD"
15 "WALKING" -0.686268420555555 "Time_Body_Accelerometer_Jerk__Z_SD"
15 "WALKING" -0.320129322962963 "Time_Body_Accelerometer_Jerk_Magnitude__Mean"
15 "WALKING" -0.310071425166667 "Time_Body_Accelerometer_Jerk_Magnitude__SD"
15 "WALKING" 0.951524391481481 "Time_Gravity_Accelerometer___X_Mean"
15 "WALKING" -0.233918282592593 "Time_Gravity_Accelerometer___Y_Mean"
15 "WALKING" 0.0757356734814815 "Time_Gravity_Accelerometer___Z_Mean"
15 "WALKING" -0.978397287962963 "Time_Gravity_Accelerometer___X_SD"
15 "WALKING" -0.971056501481482 "Time_Gravity_Accelerometer___Y_SD"
15 "WALKING" -0.95805876537037 "Time_Gravity_Accelerometer___Z_SD"
15 "WALKING" -0.186514650759259 "Time_Gravity_Accelerometer__Magnitude__Mean"
15 "WALKING" -0.323878324074074 "Time_Gravity_Accelerometer__Magnitude__SD"
15 "WALKING" -0.253399360296296 "Freq__Gyroscope___X_Mean"
15 "WALKING" -0.535422096111111 "Freq__Gyroscope___Y_Mean"
15 "WALKING" -0.461464065555556 "Freq__Gyroscope___Z_Mean"
15 "WALKING" -0.357633378703704 "Freq__Gyroscope___X_SD"
15 "WALKING" -0.365361208555556 "Freq__Gyroscope___Y_SD"
15 "WALKING" -0.543997593703704 "Freq__Gyroscope___Z_SD"
15 "WALKING" -0.489166383703704 "Freq__Gyroscope__Magnitude__Mean"
15 "WALKING" -0.481750218518519 "Freq__Gyroscope__Magnitude__SD"
15 "WALKING" -0.645075178148148 "Freq__Gyroscope_Jerk_Magnitude__Mean"
15 "WALKING" -0.654010147222222 "Freq__Gyroscope_Jerk_Magnitude__SD"
15 "WALKING" -0.31744092037037 "Freq_Body_Accelerometer___X_Mean"
15 "WALKING" 0.111321097159074 "Freq_Body_Accelerometer___Y_Mean"
15 "WALKING" -0.554942138148148 "Freq_Body_Accelerometer___Z_Mean"
15 "WALKING" -0.332520626851852 "Freq_Body_Accelerometer___X_SD"
15 "WALKING" 0.0805646237194445 "Freq_Body_Accelerometer___Y_SD"
15 "WALKING" -0.537026414814815 "Freq_Body_Accelerometer___Z_SD"
15 "WALKING" -0.275156242062037 "Freq_Body_Accelerometer__Magnitude__Mean"
15 "WALKING" -0.458344792407407 "Freq_Body_Accelerometer__Magnitude__SD"
15 "WALKING" -0.39082198537037 "Freq_Body_Accelerometer_Jerk__X_Mean"
15 "WALKING" -0.0669378062222222 "Freq_Body_Accelerometer_Jerk__Y_Mean"
15 "WALKING" -0.648905254074074 "Freq_Body_Accelerometer_Jerk__Z_Mean"
15 "WALKING" -0.411500068148148 "Freq_Body_Accelerometer_Jerk__X_SD"
15 "WALKING" -0.0606839140548148 "Freq_Body_Accelerometer_Jerk__Y_SD"
15 "WALKING" -0.723051140740741 "Freq_Body_Accelerometer_Jerk__Z_SD"
15 "WALKING" -0.289753952407407 "Freq_Body_Accelerometer_Jerk_Magnitude__Mean"
15 "WALKING" -0.342411927851852 "Freq_Body_Accelerometer_Jerk_Magnitude__SD"
15 "WALKING_DOWNSTAIRS" -0.136618653071429 "Time__Gyroscope___X_Mean"
15 "WALKING_DOWNSTAIRS" -0.0346755727619048 "Time__Gyroscope___Y_Mean"
15 "WALKING_DOWNSTAIRS" 0.0711758197607143 "Time__Gyroscope___Z_Mean"
15 "WALKING_DOWNSTAIRS" -0.318692525928571 "Time__Gyroscope___X_SD"
15 "WALKING_DOWNSTAIRS" -0.37320816 "Time__Gyroscope___Y_SD"
15 "WALKING_DOWNSTAIRS" -0.250648085714286 "Time__Gyroscope___Z_SD"
15 "WALKING_DOWNSTAIRS" -0.121686320740476 "Time__Gyroscope__Magnitude__Mean"
15 "WALKING_DOWNSTAIRS" -0.284249712071429 "Time__Gyroscope__Magnitude__SD"
15 "WALKING_DOWNSTAIRS" -0.0482532079928571 "Time__Gyroscope_Jerk__X_Mean"
15 "WALKING_DOWNSTAIRS" -0.0495415503071429 "Time__Gyroscope_Jerk__Y_Mean"
15 "WALKING_DOWNSTAIRS" -0.0339213064857143 "Time__Gyroscope_Jerk__Z_Mean"
15 "WALKING_DOWNSTAIRS" -0.455980756428571 "Time__Gyroscope_Jerk__X_SD"
15 "WALKING_DOWNSTAIRS" -0.574964116428571 "Time__Gyroscope_Jerk__Y_SD"
15 "WALKING_DOWNSTAIRS" -0.394542240714286 "Time__Gyroscope_Jerk__Z_SD"
15 "WALKING_DOWNSTAIRS" -0.509466648095238 "Time__Gyroscope_Jerk_Magnitude__Mean"
15 "WALKING_DOWNSTAIRS" -0.563640131190476 "Time__Gyroscope_Jerk_Magnitude__SD"
15 "WALKING_DOWNSTAIRS" 0.280198851190476 "Time_Body_Accelerometer___X_Mean"
15 "WALKING_DOWNSTAIRS" -0.00563047804309524 "Time_Body_Accelerometer___Y_Mean"
15 "WALKING_DOWNSTAIRS" -0.110526066428571 "Time_Body_Accelerometer___Z_Mean"
15 "WALKING_DOWNSTAIRS" 0.406471051190476 "Time_Body_Accelerometer___X_SD"
15 "WALKING_DOWNSTAIRS" 0.186532377428571 "Time_Body_Accelerometer___Y_SD"
15 "WALKING_DOWNSTAIRS" -0.281982181666667 "Time_Body_Accelerometer___Z_SD"
15 "WALKING_DOWNSTAIRS" 0.320449387166667 "Time_Body_Accelerometer__Magnitude__Mean"
15 "WALKING_DOWNSTAIRS" 0.353204008095238 "Time_Body_Accelerometer__Magnitude__SD"
15 "WALKING_DOWNSTAIRS" 0.0711457160166667 "Time_Body_Accelerometer_Jerk__X_Mean"
15 "WALKING_DOWNSTAIRS" 0.01511589985 "Time_Body_Accelerometer_Jerk__Y_Mean"
15 "WALKING_DOWNSTAIRS" -0.0100212901547619 "Time_Body_Accelerometer_Jerk__Z_Mean"
15 "WALKING_DOWNSTAIRS" 0.134593836190476 "Time_Body_Accelerometer_Jerk__X_SD"
15 "WALKING_DOWNSTAIRS" 0.0158059210738095 "Time_Body_Accelerometer_Jerk__Y_SD"
15 "WALKING_DOWNSTAIRS" -0.404005582309524 "Time_Body_Accelerometer_Jerk__Z_SD"
15 "WALKING_DOWNSTAIRS" -0.0372666071540476 "Time_Body_Accelerometer_Jerk_Magnitude__Mean"
15 "WALKING_DOWNSTAIRS" 0.159631710516667 "Time_Body_Accelerometer_Jerk_Magnitude__SD"
15 "WALKING_DOWNSTAIRS" 0.932302200476191 "Time_Gravity_Accelerometer___X_Mean"
15 "WALKING_DOWNSTAIRS" -0.167462317142857 "Time_Gravity_Accelerometer___Y_Mean"
15 "WALKING_DOWNSTAIRS" 0.0788822410992857 "Time_Gravity_Accelerometer___Z_Mean"
15 "WALKING_DOWNSTAIRS" -0.942806478333333 "Time_Gravity_Accelerometer___X_SD"
15 "WALKING_DOWNSTAIRS" -0.925685893571429 "Time_Gravity_Accelerometer___Y_SD"
15 "WALKING_DOWNSTAIRS" -0.93400831 "Time_Gravity_Accelerometer___Z_SD"
15 "WALKING_DOWNSTAIRS" 0.320449387166667 "Time_Gravity_Accelerometer__Magnitude__Mean"
15 "WALKING_DOWNSTAIRS" 0.353204008095238 "Time_Gravity_Accelerometer__Magnitude__SD"
15 "WALKING_DOWNSTAIRS" -0.22735956545 "Freq__Gyroscope___X_Mean"
15 "WALKING_DOWNSTAIRS" -0.402332301666667 "Freq__Gyroscope___Y_Mean"
15 "WALKING_DOWNSTAIRS" -0.18319480152381 "Freq__Gyroscope___Z_Mean"
15 "WALKING_DOWNSTAIRS" -0.351630000285714 "Freq__Gyroscope___X_SD"
15 "WALKING_DOWNSTAIRS" -0.360972848571429 "Freq__Gyroscope___Y_SD"
15 "WALKING_DOWNSTAIRS" -0.3436733 "Freq__Gyroscope___Z_SD"
15 "WALKING_DOWNSTAIRS" -0.373898631190476 "Freq__Gyroscope__Magnitude__Mean"
15 "WALKING_DOWNSTAIRS" -0.34938720602381 "Freq__Gyroscope__Magnitude__SD"
15 "WALKING_DOWNSTAIRS" -0.565396130714286 "Freq__Gyroscope_Jerk_Magnitude__Mean"
15 "WALKING_DOWNSTAIRS" -0.593472444285714 "Freq__Gyroscope_Jerk_Magnitude__SD"
15 "WALKING_DOWNSTAIRS" 0.235309825547619 "Freq_Body_Accelerometer___X_Mean"
15 "WALKING_DOWNSTAIRS" 0.167518099964286 "Freq_Body_Accelerometer___Y_Mean"
15 "WALKING_DOWNSTAIRS" -0.259812204547619 "Freq_Body_Accelerometer___Z_Mean"
15 "WALKING_DOWNSTAIRS" 0.466325681428571 "Freq_Body_Accelerometer___X_SD"
15 "WALKING_DOWNSTAIRS" 0.1199936036 "Freq_Body_Accelerometer___Y_SD"
15 "WALKING_DOWNSTAIRS" -0.357407559285714 "Freq_Body_Accelerometer___Z_SD"
15 "WALKING_DOWNSTAIRS" 0.331150229285714 "Freq_Body_Accelerometer__Magnitude__Mean"
15 "WALKING_DOWNSTAIRS" 0.153124178119048 "Freq_Body_Accelerometer__Magnitude__SD"
15 "WALKING_DOWNSTAIRS" 0.0619687485333333 "Freq_Body_Accelerometer_Jerk__X_Mean"
15 "WALKING_DOWNSTAIRS" -0.0269769415214286 "Freq_Body_Accelerometer_Jerk__Y_Mean"
15 "WALKING_DOWNSTAIRS" -0.345376541261905 "Freq_Body_Accelerometer_Jerk__Z_Mean"
15 "WALKING_DOWNSTAIRS" 0.108062740547619 "Freq_Body_Accelerometer_Jerk__X_SD"
15 "WALKING_DOWNSTAIRS" -0.00722860241119048 "Freq_Body_Accelerometer_Jerk__Y_SD"
15 "WALKING_DOWNSTAIRS" -0.461599141904762 "Freq_Body_Accelerometer_Jerk__Z_SD"
15 "WALKING_DOWNSTAIRS" 0.158413334683333 "Freq_Body_Accelerometer_Jerk_Magnitude__Mean"
15 "WALKING_DOWNSTAIRS" 0.1505077506 "Freq_Body_Accelerometer_Jerk_Magnitude__SD"
15 "WALKING_UPSTAIRS" 0.0903340029875 "Time__Gyroscope___X_Mean"
15 "WALKING_UPSTAIRS" -0.154721289270833 "Time__Gyroscope___Y_Mean"
15 "WALKING_UPSTAIRS" 0.0911681484547917 "Time__Gyroscope___Z_Mean"
15 "WALKING_UPSTAIRS" -0.415251317916667 "Time__Gyroscope___X_SD"
15 "WALKING_UPSTAIRS" -0.3302332351 "Time__Gyroscope___Y_SD"
15 "WALKING_UPSTAIRS" -0.477365945208333 "Time__Gyroscope___Z_SD"
15 "WALKING_UPSTAIRS" -0.201217274 "Time__Gyroscope__Magnitude__Mean"
15 "WALKING_UPSTAIRS" -0.288429008639583 "Time__Gyroscope__Magnitude__SD"
15 "WALKING_UPSTAIRS" -0.144485986527083 "Time__Gyroscope_Jerk__X_Mean"
15 "WALKING_UPSTAIRS" -0.0365419164020833 "Time__Gyroscope_Jerk__Y_Mean"
15 "WALKING_UPSTAIRS" -0.0767242496041667 "Time__Gyroscope_Jerk__Z_Mean"
15 "WALKING_UPSTAIRS" -0.525533949791667 "Time__Gyroscope_Jerk__X_SD"
15 "WALKING_UPSTAIRS" -0.763053512083333 "Time__Gyroscope_Jerk__Y_SD"
15 "WALKING_UPSTAIRS" -0.657907649166667 "Time__Gyroscope_Jerk__Z_SD"
15 "WALKING_UPSTAIRS" -0.663637117708333 "Time__Gyroscope_Jerk_Magnitude__Mean"
15 "WALKING_UPSTAIRS" -0.748954848541667 "Time__Gyroscope_Jerk_Magnitude__SD"
15 "WALKING_UPSTAIRS" 0.270187595833333 "Time_Body_Accelerometer___X_Mean"
